,id,airport_ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,airports_per_region
4021,10098,34LS,closed,Coastal Ridge Airpark,30.0289,-92.014503,20,,US,LA,Abbeville,no,,,,,,34LS,821
4022,10099,34MA,heliport,Crowhurst Heliport,42.57630157,-70.73889923,70,,US,MA,Manchester-By-The Sea,no,34MA,,34MA,,,,272
4023,10100,34MI,small_airport,De Witt Property Airport,43.10029984,-86.2233963,605,,US,MI,Spring Lake,no,34MI,,34MI,,,,641
4024,10101,34MN,seaplane_base,Peil/Juliar Seaplane Base,44.959685,-93.649399,627,,US,MN,Mound,no,,,,,,34MN,630
4025,10102,34MO,heliport,Cyanamid-Hannibal Heliport,39.83250046,-91.44020081,468,,US,MO,Hannibal,no,34MO,,34MO,,,,701
4026,10103,34MS,small_airport,Colle Field,30.47380066,-88.69619751,25,,US,MS,Gautier,no,34MS,,34MS,,,,343
4027,10104,34NC,heliport,Carolinas Medical Center Heliport,35.204368,-80.838466,750,,US,NC,Charlotte,no,34NC,,34NC,,,,574
4028,10105,34ND,small_airport,Plath Farms Airport,46.7057991,-97.15650177,928,,US,ND,Davenport,no,34ND,,34ND,,,,333
4029,10106,34NE,small_airport,Evans Ranch Airport,41.22389984,-100.9349976,2895,,US,NE,Hershey,no,34NE,,34NE,,,,337
4030,10107,34NH,heliport,Stone Song Heliport,42.81470108,-71.66110229,360,,US,NH,Milford,no,34NH,,34NH,,,,208
4031,10108,34NJ,closed,Chilton Memorial Hospital Heliport,40.957901,-74.309601,186,,US,NJ,Pequannock,no,,,,,,34NJ,461
4032,10109,34NY,closed,Hendershot Airport,43.291173,-77.827139,300,,US,NY,Hilton,no,,,,,,34NY,766
4033,10110,34OH,small_airport,Arend Airport,41.25699997,-84.64160156,720,,US,OH,Mark Center,no,34OH,,34OH,,,,904
4034,10111,34OI,small_airport,Mohican Air Park,40.6945,-82.117897,1180,,US,OH,Lakeville,no,34OI,,34OI,,,Snoddy Air Strip,904
4035,10112,34OK,closed,Double Bar S Ranches Airport,35.900101,-96.5503,950,,US,OK,Shamrock,no,,,,,,34OK,674
4036,10113,34OR,heliport,Providence Medical Center Heliport,45.52819824,-122.6119995,234,,US,OR,Portland,no,34OR,,34OR,,,,609
4037,10114,34PA,small_airport,Waltz Airport,39.76070023,-77.19300079,542,,US,PA,Gettysburg,no,34PA,,34PA,,,,1004
4038,45774,34PN,small_airport,Fox Field,40.485556,-77.220556,730,,US,PA,Newport,no,34PN,,34PN,,,,1004
4039,337190,34SC,small_airport,Toms Creek Airport,33.771833,-79.96625,80,,US,SC,Kingstree,no,34SC,,34SC,,,,258
4040,10115,34TA,small_airport,Jsi Airport,33.167099,-96.48719788,590,,US,TX,Princeton,no,34TA,,34TA,,,,3625
4041,10116,34TE,small_airport,Bee Creek Airport,32.23210144,-97.00859833,760,,US,TX,Maypearl,no,34TE,,34TE,,,,3625
4042,346187,34TN,heliport,Livingston Hospital Heliport,36.383848,-85.328069,990,,US,TN,Livingston,no,34TN,,34TN,,,,409
4043,10117,34TS,small_airport,Canyon Lake Airport,29.91580009,-98.24749756,940,,US,TX,Canyon Lake,no,34TS,,34TS,,,,3625
4044,10118,34TX,heliport,Buckmaster Heliport,32.6271019,-97.78359985,920,,US,TX,Weatherford,no,34TX,,34TX,,,,3625
4045,10119,34U,small_airport,Yuba Airport,44.83890152,-85.43119812,645,,US,MI,Elk Rapids,no,34U,,34U,,,,641
4046,10120,34VA,heliport,Loudoun Hospital Center Heliport,39.07720184,-77.47640228,315,,US,VA,Leesburg,no,34VA,,34VA,,,,558
4047,10121,34WA,heliport,Orbit Heliport,45.56790161,-122.3190002,22,,US,WA,Washougal,no,34WA,,34WA,,,,704
4048,10122,34WI,small_airport,Thiessen Field,43.417758,-89.766201,1200,,US,WI,Baraboo,no,34WI,,34WI,,,,663
4049,349487,34XA,heliport,Dell Childrens North Hospital Heliport,30.485456,-97.800944,934,,US,TX,Austin,no,34XA,,34XA,,,,3625
4050,10123,34XS,small_airport,Flying Hare Field Airport,30.391944,-95.538611,225,,US,TX,Conroe,no,34XS,,34XS,,,,3625
4051,10124,35AK,heliport,Seal Island Heliport,70.49220276,-148.6950073,30,,US,AK,Deadhorse,no,,,35AK,,,35AK,1039
4052,301246,35AL,heliport,Silcox Memorial Heliport,31.089605,-88.245089,339,,US,AL,Citronelle,no,35AL,,,,,,458
4053,10125,35AR,closed,Black Horse Landing Ultralightport,36.3564,-93.686302,1207,,US,AR,Eureka Springs,no,,,,,,35AR,494
4054,10126,35AZ,small_airport,Continental Airport,31.84370041,-110.9769974,2869,,US,AZ,Continental,no,35AZ,,35AZ,,,,961
4055,10127,35C,small_airport,Wells Airport,43.1283989,-85.50530243,890,,US,MI,Rockford,no,35C,,35C,,,,641
4056,10128,35CA,heliport,Los Angeles County/USC Medical Center Heliport,34.057766,-118.208096,454,,US,CA,Los Angeles,no,35CA,,35CA,,,,2318
4057,10129,35CL,closed,59 Ranch Airport,37.231899,-120.478996,154,,US,CA,Merced,no,,,,,,"35CL, Flying M Ranch",2318
4058,10130,35CN,small_airport,Farnsworth Ranch Airstrip,39.09989929,-121.9339981,50,,US,CA,Grimes,no,35CN,,35CN,,,,2318
4059,10131,35CO,small_airport,Lone Tree Ranch Airport,38.886555,-103.812561,5525,,US,CO,Punkin Center,no,35CO,,35CO,,,,608
4060,10132,35FA,small_airport,Rimes Lakecrest Airport,29.46789932,-82.15879822,65,,US,FL,Cross Creek,no,35FA,,35FA,,,,1215
4061,10133,35FD,small_airport,Rush Airport,29.6923008,-82.72920227,80,,US,FL,Trenton,no,35FD,,35FD,,,,1215
4062,10134,35FL,heliport,St Vincent's Medical Center Heliport,30.308245,-81.690613,63,,US,FL,Jacksonville,no,35FL,,35FL,,,,1215
4063,10135,35GA,heliport,Buford Precinct Heliport,34.09790039,-84.01239777,1070,,US,GA,Buford,no,35GA,,35GA,,,,617
4064,10136,35II,small_airport,Brown Airport,41.54230118,-85.84190369,850,,US,IN,Goshen,no,35II,,35II,,,,753
4065,10137,35IL,small_airport,Clarion Field,41.53390121,-89.20279694,800,,US,IL,La Moille,no,35IL,,35IL,,,,1049
4066,10138,35IN,small_airport,Ellison Airport,40.29449844,-85.94249725,875,,US,IN,Tipton,no,35IN,,35IN,,,,753
4067,10139,35IS,small_airport,Enoch Airport,39.52840042,-88.76399994,676,,US,IL,Findlay,no,35IS,,35IS,,,,1049
4068,10140,35JY,balloonport,Cyber Density Balloon Spot Balloonport,40.43439865,-74.63469696,75,,US,NJ,Belle Mead,no,35JY,,35JY,,,,461
4069,10141,35KS,closed,Blue Sky Ranch and Aerodrome,37.5336,-97.311697,1250,,US,KS,Derby,no,,,,,,"35KS, Selby Farm Airport",519
4070,10142,35KY,small_airport,Welcome Field,36.711504,-86.636038,695,,US,KY,Franklin,no,35KY,,35KY,,,,316
4071,10143,35L,small_airport,Carriage Lane Airport,42.46450043,-84.03500366,920,,US,MI,Gregory,no,35L,,35L,,,,641
4072,10144,35LA,small_airport,Ms Pats Airport,29.97450066,-92.17610168,10,,US,LA,Abbeville,no,35LA,,35LA,,,,821
4073,10145,35LL,heliport,Crawford Memorial Hospital Heliport,39.01589966,-87.75,550,,US,IL,Robinson,no,35LL,,35LL,,,,1049
4074,10146,35LS,heliport,The Bluffs Heliport,30.80310059,-91.24490356,116,,US,LA,St Francisville,no,35LS,,35LS,,,,821
4075,10147,35M,heliport,Vortex Heliport,30.3885994,-89.16529846,24,,US,MS,Long Beach,no,35M,,35M,,,,343
4076,10148,35MA,heliport,Idlewide Heliport,42.55799866,-70.81259918,25,,US,MA,Beverly,no,35MA,,35MA,,,,272
4077,10149,35ME,small_airport,Matinicus Island Airport,43.87110138,-68.89330292,15,,US,ME,Matinicus Island,no,35ME,,35ME,,,,262
4078,10150,35MI,small_airport,Law Field,42.63389969,-84.9858017,920,,US,MI,Vermontville,no,35MI,,35MI,,,,641
4079,10151,35MN,small_airport,Wipline Airport,44.81549835,-93.0134964,687,,US,MN,Inver Grove Heights,no,35MN,,35MN,,,,630
4080,10152,35MO,heliport,Camp Clark Army Heliport,37.81669998,-94.30020142,900,,US,MO,Nevada,no,35MO,,35MO,,,,701
4081,346555,35MT,small_airport,Haynes Ranch Airport,45.861717,-108.646765,3620,,US,MT,Billings,no,35MT,,35MT,,,,415
4082,354622,35MU,heliport,AE 146 Pike County Heliport,39.414878,-91.098633,521,,US,MO,Louisiana,no,35MU,,35MU,,,,701
4083,10153,35NC,small_airport,Johnston Airport,35.53829956,-80.75140381,715,,US,NC,Mooresville,no,35NC,,35NC,,,,574
4084,10154,35NE,small_airport,Shelburnes Airport,41.04999924,-101.8050003,3475,,US,NE,Ogallala,no,35NE,,35NE,,,,337
4085,45522,35NH,seaplane_base,Cobbetts Pond Seaplane Base,42.806914,-71.275853,177,,US,NH,Windham,no,35NH,,35NH,,,,208
4086,10155,35NJ,heliport,Mid-State Heliport,40.60039902,-75.7193985,260,,US,NJ,Somerville,no,35NJ,,35NJ,,,,461
4087,350298,35NK,small_airport,Tiger Paw Aerodrome,43.367099,-78.414026,295,,US,NY,Lyndonville,no,35NK,,35NK,,,,766
4088,10156,35NY,closed,Ciszak Airport,42.512293,-78.734894,1397,,US,NY,Springville,no,,,,,,35NY,766
4089,10157,35OH,heliport,Gainey Heliport,40.81869888,-81.5236969,940,,US,OH,Massillon,no,35OH,,35OH,,,,904
4090,10158,35OI,heliport,Fawcett Center For Tomorrow Heliport,40.01060104,-83.01879883,738,,US,OH,Columbus,no,35OI,,35OI,,,,904
4091,10159,35OK,closed,Schumacher Field,35.5,-99.035598,1595,,US,OK,Clinton,no,,,,,,35OK,674
4092,10160,35OL,small_airport,Henderson Farm Airport,36.6330986,-99.15119934,1750,,US,OK,Mooreland,no,35OL,,35OL,,,,674
4093,10161,35OR,closed,Freight Wagon Field,44.1926,-121.179001,3195,,US,OR,Redmond,no,,,,,,35OR,609
4094,10162,35PA,heliport,Spring Land Heliport,40.39369965,-75.16429901,550,,US,PA,Plumsteadville,no,,,35PA,,,35PA,1004
4095,10163,35PN,heliport,Sabinsville-Consolidated Heliport,41.87260056,-77.52050018,1618,,US,PA,Westfield,no,35PN,,35PN,,,,1004
4096,349489,35SC,heliport,Kershaw Health Medical Center Heliport,34.253527,-80.59154,158,,US,SC,Camden,no,35SC,,35SC,,,,258
4097,10164,35TA,heliport,Texas Health Presbyterian Hospital Plano Heliport,33.04349899,-96.83719635,669,,US,TX,Plano,no,35TA,,35TA,,,,3625
4098,10165,35TE,closed,NE Police Station Nr 2 Heliport,29.813299,-95.336304,53,,US,TX,Houston,no,,,,,,35TE,3625
4099,347970,35TN,heliport,DeKalb Community Hospital Heliport,35.960944,-85.830211,1114,,US,TN,Smithville,no,35TN,,35TN,https://healthcare.ascension.org/locations/tennessee/tnnas/smithville-ascension-saint-thomas-dekalb,,Saint Thomas DeKalb,409
4100,10166,35TS,closed,Hempstead Gliderport,30.121599,-96.086601,260,,US,TX,Hempstead,no,,,,,,35TS,3625
4101,10167,35TX,small_airport,Flying B Ranch Airstrip,32.483972,-99.825912,1750,,US,TX,Abilene,no,35TX,,35TX,,,,3625
4102,10168,35VA,heliport,Community Memorial Hospital Heliport,36.751347,-78.104767,470,,US,VA,South Hill,no,35VA,,35VA,,,CMH Medical,558
4103,10169,35WA,small_airport,Fisher Ranch Airport,46.747883,-118.419139,1521,,US,WA,Washtucna,no,35WA,,35WA,,,,704
4104,10170,35WI,small_airport,Barker Strip,42.74560165,-88.43759918,1000,,US,WI,East Troy,no,35WI,,35WI,,,,663
4105,353029,35XA,small_airport,Rcade Ranch Airport,30.834058,-94.941683,267,,US,TX,Livingston,no,35XA,,35XA,,,,3625
4106,10171,35XS,heliport,Nocona General Hospital Heliport,33.778492,-97.73256,905,,US,TX,Nocona,no,35XS,,35XS,,,,3625
4107,323175,36AA,heliport,W. M. Thomas Pad Heliport,32.716836,-87.749524,165,,US,AL,Sawyerville,no,36AA,,36AA,,,,458
4108,10172,36AK,small_airport,Flyway Farm Airstrip,61.346437,-150.069781,150,,US,AK,Wasilla,no,36AK,,36AK,,,,1039
4109,325087,36AL,small_airport,Hidden Springs Airpark,31.491973,-85.534407,346,,US,AL,Ozark,no,36AL,,36AL,,,,458
4110,10173,36AR,small_airport,David Stanley Memorial Airport,35.20640182,-91.31890106,200,,US,AR,Gregory,no,36AR,,36AR,,,,494
4111,10174,36AZ,closed,Valley Farms Airport,32.993698,-111.450996,1478,,US,AZ,Coolidge,no,,,,,,36AZ,961
4112,10175,36CA,small_airport,Stone Land County Airport,36.13190079,-119.9860001,265,,US,CA,Stratford,no,36CA,,36CA,,,,2318
4113,10176,36CL,heliport,Tri-City Hospital Heliport,33.18529892,-117.2910004,260,,US,CA,Oceanside,no,36CL,,36CL,,,,2318
4114,10177,36CN,closed,Blackwell Land Company Airport,35.63618,-120.009035,760,,US,CA,Lost Hills,no,,,,,,36CN,2318
4115,10178,36CO,small_airport,Fat Chance Airport,39.10609818,-104.5439987,7100,,US,CO,Peyton,no,36CO,,36CO,,,,608
4116,10179,36FA,heliport,Orlando Helicopter Adventures Heliport,28.333457,-81.487765,85,,US,FL,Kissimmee,no,36FA,,36FA,,,"hawkeye heli tours, magic air adventure, international heli tours",1215
4117,10180,36FD,heliport,Bay Helicopters Heliport,30.19379997,-85.66130066,16,,US,FL,Panama City,no,36FD,,36FD,,,,1215
4118,10181,36FL,heliport,Mease Countryside Hospital Heliport,28.0428,-82.707377,32,,US,FL,Safety Harbor,no,36FL,,36FL,,,Mease Hospital Countryside,1215
4119,10182,36GA,small_airport,Lola Landing Airport,33.72423,-83.97608,870,,US,GA,Conyers,no,36GA,,36GA,,,,617
4120,10183,36H,seaplane_base,Squaw Harbor Seaplane Base,55.23329926,-160.552002,0,,US,AK,Squaw Harbor,no,36H,,36H,,,,1039
4121,45380,36ID,heliport,Dorothy Roeber Memorial Heliport,43.8072,-115.1308,5200,,US,ID,Atlanta,no,36ID,,36ID,,,,433
4122,10184,36II,small_airport,Newby Landing Airport,39.84120178,-86.34860229,878,,US,IN,Brownsburg,no,36II,,36II,,,,753
4123,10185,36IL,heliport,Batchtown Heliport,39.033353,-90.666094,595,,US,IL,Batchtown,no,36IL,,36IL,,,,1049
4124,10186,36IN,small_airport,Peterson Ultralightport,41.53620148,-86.44390106,730,,US,IN,North Liberty,no,36IN,,36IN,,,,753
4125,10187,36IS,small_airport,Gillen Airport,40.92639923,-90.73120117,750,,US,IL,Monmouth,no,36IS,,36IS,,,,1049
4126,10188,36KS,small_airport,White Farms Airport,37.4748,-95.343597,1000,,US,KS,Galesburg,no,36KS,,36KS,,,,519
4127,10189,36KY,small_airport,Arnolds Airport,37.6556015,-85.15380096,843,,US,KY,Springfield,no,36KY,,36KY,,,,316
4128,10190,36LA,heliport,Lafayette Training Center - Cusa Heliport,30.16580009,-92.05870056,106,,US,LA,Lafayette,no,36LA,,36LA,,,,821
4129,10191,36LL,heliport,Calhoun Medical Center Heliport,39.15890121,-90.62220001,460,,US,IL,Hardin,no,36LL,,36LL,,,,1049
4130,10192,36LS,heliport,Squires Heliport,29.90250015,-91.70500183,15,,US,LA,Jeanerette,no,36LS,,36LS,,,,821
4131,322293,36MA,heliport,Beth Israel Deaconess Medical Center Heliport,42.338161,-71.109107,161,,US,MA,Boston,no,36MA,,36MA,,,,272
4132,10193,36MI,small_airport,Tecumseh Mills Airport,42.034351,-83.879328,797,,US,MI,Tecumseh,no,,,22T,,,36MI,641
4133,10194,36MN,closed,Wagner Farm Airport,46.6716,-96.575302,935,,US,MN,Barnesville,no,,,,,,36MN,630
4134,10195,36MO,small_airport,Harrison Private Airport,37.85279846,-91.64679718,1050,,US,MO,Rolla,no,36MO,,36MO,,,,701
4135,346067,36MT,small_airport,16 Ranch Airport,46.800765,-108.811458,3960,,US,MT,Grass Range,no,36MT,,36MT,,,,415
4136,10196,36NC,closed,Greensboro North Airport,36.253601,-79.908096,900,,US,NC,Greensboro,no,,,,,,36NC,574
4137,10197,36NE,small_airport,Frevert Airstrip,42.5141983,-97.5809021,1800,,US,NE,Wausa,no,36NE,,36NE,,,,337
4138,10198,36NH,heliport,Long Pond Landing Heliport,42.70080185,-71.37110138,185,,US,NH,Pelham,no,36NH,,36NH,,,,208
4139,10199,36NJ,heliport,Colliers Mills Heliport,40.06340027,-74.44129944,130,,US,NJ,Cassville,no,36NJ,,36NJ,,,,461
4140,10200,36NY,closed,Dew Airpark,42.235901,-78.2117,2100,,US,NY,Cuba,no,,,,,,36NY,766
4141,10201,36OH,small_airport,Wright's Field,40.19029999,-81.97399902,770,,US,OH,Conesville,no,36OH,,36OH,,,,904
4142,10202,36OI,small_airport,Verhoff Airport,41.07310104,-84.21269989,728,,US,OH,Continental,no,36OI,,36OI,,,,904
4143,10203,36OK,small_airport,Jones Air Park,35.27230072,-96.88169861,1100,,US,OK,Tecumseh,no,36OK,,36OK,,,,674
4144,10204,36OR,small_airport,Jasper Ridge Airstrip,44.003619,-122.880642,1125,,US,OR,Jasper,no,36OR,,36OR,,,,609
4145,10205,36PA,heliport,Episcopal Hospital Heliport,39.99010086,-75.13050079,74,,US,PA,Philadelphia,no,36PA,,36PA,,,,1004
4146,10206,36PN,heliport,Us Army Reserve Center Heliport,39.96680069,-75.45240021,480,,US,PA,Edgemont,no,36PN,,36PN,,,,1004
4147,10207,36TA,heliport,G W Heliport,29.553191,-98.492577,824,,US,TX,San Antonio,no,36TA,,36TA,,,,3625
4148,10208,36TE,heliport,Houston Police Department Northwest Heliport,29.857422,-95.539819,101,,US,TX,Houston,no,36TE,,36TE,,,Northwest Police Station Number 5 Heliport,3625
4149,10209,36TN,small_airport,Ruckman Field,36.471847,-87.135674,660,,US,TN,Clarksville,no,36TN,,36TN,,,,409
4150,10210,36TS,heliport,4BH Heliport,30.71691,-97.77673,920,,US,TX,Georgetown,no,36TS,,36TS,,,,3625
4151,10211,36TX,small_airport,Bevoni-Flying B Airport,33.72090149,-96.86139679,763,,US,TX,Whitesboro,no,36TX,,36TX,,,,3625
4152,345392,36UT,heliport,Park City Regional Medical Center Heliport,40.687822,-111.470627,6759,,US,UT,Park City,no,36UT,,36UT,,,,407
4153,10212,36VA,heliport,Carilion Westlake Center Heliport,37.115861,-79.718361,990,,US,VA,Hardy,no,36VA,,36VA,,,,558
4154,45870,36VT,seaplane_base,North Hero Passage Seaplane Base,44.854722,-73.285556,102,,US,VT,North Hero,no,36VT,,36VT,,,,117
4155,10213,36WA,small_airport,Bob's Field,45.95640182,-121.4980011,1650,,US,WA,Trout Lake,no,36WA,,36WA,,,,704
4156,10214,36WI,small_airport,Holland Air Park,44.03219986,-91.29959869,730,,US,WI,Holmen,no,36WI,,36WI,,,,663
4157,10215,36XS,small_airport,Mill Iron Ranch South Airport,34.897,-100.11789,2097,,US,TX,Wellington,no,36XS,,36XS,,,,3625
4158,323173,37AL,heliport,Veterans Heliport,33.603568,-86.302934,455,,US,AL,Pell City,no,37AL,,37AL,,,,458
4159,10216,37AR,closed,Beech Creek Airport,33.182499,-91.628304,175,,US,AR,Hamburg,no,,,,,,37AR,494
4160,10217,37AZ,small_airport,Sarita Airport,32.93560028,-111.4850006,1464,,US,AZ,Coolidge,no,37AZ,,37AZ,,,,961
4161,10218,37CA,small_airport,Billy Joe Airport,33.50699997,-117.0709991,1350,,US,CA,Temecula,no,37CA,,37CA,,,,2318
4162,10219,37CL,small_airport,Lyall-Roberts Airport,33.324501,-116.989998,925,,US,CA,Pauma Valley,no,37CL,,37CL,,,00L,2318
4163,10220,37CN,small_airport,Arnold Ranch Airport,36.914398,-119.786003,382,,US,CA,Fresno,no,,,,,,37CN,2318
4164,10221,37CO,heliport,Ash Mesa Heliport,38.56719971,-107.9960022,5681,,US,CO,Olathe,no,37CO,,37CO,,,,608
4165,10222,37FA,heliport,Advent Health Orlando Heliport,28.575654,-81.368268,75,,US,FL,Orlando,no,37FA,,37FA,,,Florida Hospital Heliport,1215
4166,10223,37FD,closed,Ringhaver Heliport,27.988899,-80.626999,31,,US,FL,Palm Bay,no,,,,,,37FD,1215
4167,10224,37FL,small_airport,Flying Harness Farms Airport,29.71859932,-82.84459686,78,,US,FL,Bell,no,37FL,,37FL,,,,1215
4168,10225,37GA,small_airport,Blue Bird Field,34.90039825,-84.77850342,800,,US,GA,Crandall,no,37GA,,37GA,,,,617
4169,10226,37I,small_airport,Troy Skypark Airport,39.990898,-84.2705,930,,US,OH,Troy,no,OH71,,OH71,,https://en.wikipedia.org/wiki/Troy_Skypark,37I,904
4170,45384,37ID,small_airport,Hungry Ridge Ranch Airport,45.782417,-115.938,4599,,US,ID,Grangeville,no,37ID,,37ID,,,,433
4171,10227,37II,small_airport,Winn Field,41.17559814,-86.37359619,808,,US,IN,Culver,no,37II,,37II,,,,753
4172,10228,37IL,small_airport,Minder Airport,40.13339996,-89.32510376,600,,US,IL,Lincoln,no,37IL,,37IL,,,,1049
4173,10229,37IN,small_airport,Felix Airport,40.29169846,-86.78029633,750,,US,IN,Stockwell,no,37IN,,37IN,,,,753
4174,10230,37IS,small_airport,Hilbert Airport,42.3321991,-88.60559845,890,,US,IL,Marengo,no,37IS,,37IS,,,,1049
4175,10231,37KS,closed,Bar P Ranch Airport,37.481998,-96.337797,1060,,US,KS,Howard,no,,,,,,37KS,519
4176,10232,37KY,heliport,University of Kentucky Hospital Heliport,38.030586,-84.508214,1050,,US,KY,Lexington,no,37KY,,37KY,,,,316
4177,10233,37LA,small_airport,Wayne Brown Airport,31.72769928,-91.582901,59,,US,LA,Clayton,no,37LA,,37LA,,,,821
4178,10234,37LL,small_airport,Dale Curten Farm Airport,38.04779816,-89.99710083,615,,US,IL,Modoc,no,37LL,,37LL,,,,1049
4179,10235,37LS,heliport,Vortex 2 Heliport,30.03019905,-91.87210083,20,,US,LA,New Iberia,no,37LS,,37LS,,,,821
4180,10236,37M,small_airport,Hornersville Memorial Airport,36.04169846,-90.15010071,248,,US,MO,Hornersville,no,37M,,37M,,,,701
4181,45471,37MA,heliport,Hanson Heliport,42.122778,-72.423611,400,,US,MA,Wilbraham,no,37MA,,37MA,,,,272
4182,10237,37MI,small_airport,Handleman Sky Ranch Airport,42.85279846,-83.22769928,1150,,US,MI,Oxford,no,37MI,,37MI,,,,641
4183,10238,37MN,closed,Nagel and Schultz Airport,44.582199,-93.801598,970,,US,MN,Belle Plaine,no,,,,,,37MN,630
4184,10239,37MO,small_airport,Mayes Homestead Airport,39.57500076,-94.18360138,1000,,US,MO,Polo,no,37MO,,37MO,,,,701
4185,340925,37MS,small_airport,P2 Landing Airport,32.389828,-90.350779,246,,US,MS,Clinton,no,37MS,,37MS,,,,343
4186,10240,37N,small_airport,Garrison Dam Recreational Airpark,47.48310089,-101.4089966,1723,,US,ND,Riverdale,no,37N,,37N,,,,333
4187,10241,37NC,heliport,Valdese General Hospital Heliport,35.74810028,-81.52249908,1250,,US,NC,Valdese,no,37NC,,37NC,,,,574
4188,10242,37ND,small_airport,Sunset Strip,47.23199844,-102.5090027,2360,,US,ND,Dunn Center,no,37ND,,37ND,,,,333
4189,10243,37NE,small_airport,Watermeier Airport,40.60779953,-96.30780029,1100,,US,NE,Burr,no,37NE,,37NE,,,,337
4190,333479,37NH,seaplane_base,Hooksett's Seaplane Landing,43.085833,-71.466944,175,,US,NH,Hooksett,no,37NH,,37NH,,,,208
4191,10244,37NJ,heliport,Deepwater Heliport,39.69760132,-75.49490356,,,US,NJ,Deepwater,no,37NJ,,37NJ,,,,461
4192,10245,37NY,heliport,Cuba Memorial Hospital Heliport,42.22090149,-78.2664032,1600,,US,NY,Cuba,no,37NY,,37NY,,,,766
4193,10246,37OH,heliport,Southwest General Hospital Heliport,41.371141,-81.831367,792,,US,OH,Middleburg Heights,no,37OH,,37OH,,,,904
4194,10247,37OI,closed,Cole Airfield,40.825102,-82.796799,1100,,US,OH,Crestline,no,,,,,,37OI,904
4195,10248,37OK,heliport,Mercy Hospital Heliport,34.777329,-96.633577,1072,,US,OK,Ada,no,37OK,,37OK,,,Valley View Hospital,674
4196,10249,37OR,small_airport,Vey Sheep Ranch Airport,45.09320068,-118.3990021,4158,,US,OR,Starkey,no,37OR,,37OR,,,,609
4197,10250,37PA,small_airport,Roadcap Airport,40.78839874,-77.10610199,731,,US,PA,Middleburg,no,37PA,,37PA,,,,1004
4198,45750,37PN,heliport,UPMC Hanover Hospital Heliport,39.808025,-76.982344,672,,US,PA,Hanover,no,37PN,,37PN,,,Hanover Hospital,1004
4199,10251,37S,small_airport,Fort Peck Airport,48.00500107,-106.4820023,2290,,US,MT,Fort Peck,no,37S,,37S,,,,415
4200,10252,37TA,heliport,Texas Health Presbyterian Hospital Dallas Heliport,32.880451,-96.761044,563,,US,TX,Dallas,no,37TA,,37TA,,,,3625
4201,10253,37TE,small_airport,Johnnie Volk Field,29.36020088,-95.00990295,13,,US,TX,Hitchcock,no,37TE,,37TE,,,,3625
4202,10254,37TN,heliport,University of Tennessee Lifestar Sweetwater Heliport,35.609402,-84.455299,968,,US,TN,Sweetwater,no,37TN,,37TN,,,,409
4203,10255,37TS,small_airport,J Linn Airport,32.9907,-96.040002,460,,US,TX,Greenville,no,37TS,,37TS,,,Skinner Airport,3625
4204,10256,37TX,small_airport,Yates Field,31.32159996,-98.86560059,1400,,US,TX,San Saba,no,37TX,,37TX,,,,3625
4205,10257,37VA,heliport,St. Mary's Hospital Heliport,37.570278,-77.502778,263,,US,VA,Richmond,no,37VA,,37VA,,,,558
4206,10258,37VT,small_airport,Brisson Airport,43.86859894,-73.31809998,320,,US,VT,Shoreham,no,37VT,,37VT,,,,117
4207,10259,37WA,small_airport,Baumann Farm Inc. Airport,46.83179855,-118.461998,1600,,US,WA,Washtucna,no,37WA,,37WA,,,,704
4208,10260,37WI,small_airport,Docken Field,42.99110031,-89.75350189,1230,,US,WI,Mount Horeb,no,37WI,,37WI,,,,663
4209,10261,37X,small_airport,Skydive Houston Airport,29.99340057,-95.93029785,235,,US,TX,Waller,no,37X,,37X,,,3XS7,3625
4210,10262,37XS,small_airport,Lake Whitney Country Club Airport,31.99155,-97.33896,627,,US,TX,Whitney,no,37XS,,37XS,,,,3625
4211,10263,38AK,small_airport,Mels Airport,61.5625,-149.6679993,340,,US,AK,Wasilla,no,38AK,,38AK,,,,1039
4212,10264,38AR,small_airport,Williams Field,36.11880112,-94.46820068,1150,,US,AR,Siloam Springs,no,38AR,,38AR,,,,494
4213,10265,38AZ,closed,Peabody Bedard Field,36.471699,-110.417999,6564,,US,AZ,Kayenta,no,,,,,,38AZ,961
4214,10267,38C,small_airport,Cain Field,43.59999847,-85.49310303,889,,US,MI,Stanwood,no,38C,,38C,,,,641
4215,10268,38CA,closed,Cashen Airport,35.691601,-119.488998,225,,US,CA,Wasco,no,,,,,,"38CA, 38CA, 38CA",2318
4216,10269,38CL,small_airport,Riego Flight Strip,38.7541008,-121.5630035,21,,US,CA,Verona,no,38CL,,38CL,,,,2318
4217,10270,38CN,small_airport,Sanborn Airport,39.10929871,-121.8840027,36,,US,CA,Meridian,no,38CN,,38CN,,,,2318
4218,10271,38CO,heliport,Basin Clinic Heliport,38.21860123,-108.276001,5400,,US,CO,Naturita,no,38CO,,38CO,,,,608
4219,10272,38FA,small_airport,Blue Springs Airport,30.48349953,-83.24990082,95,,US,FL,Madison,no,38FA,,38FA,,,,1215
4220,10273,38FD,heliport,Griffin's Main Office Heliport,27.73699951,-81.53199768,125,,US,FL,Frostproof,no,38FD,,38FD,,,,1215
4221,10274,38FL,heliport,Flagler Hospital Heliport,29.86219978,-81.3167038,26,,US,FL,St Augustine,no,38FL,,38FL,,,,1215
